denue_id,fsq_id,denue_lat,denue_lon,fsq_lat,fsq_lon,distance_m,denue_name_original,denue_name_norm,fsq_name_original,fsq_name_norm,lev_dist,lev_sim,jaccard_sim,score_sim
9951968,592b61f0bcbf7a0a7d6f3d08,19.44094281,-99.13927462,19.440884,-99.13952,26.577121413948117,AMANECER TAPATIO,amanecer tapatio,Amanecer Tapatio Garibaldi,amanecer tapatio garibaldi,10,0.62,0.67,0.64
9135216,576b4108498e96a3c568a038,19.43093126,-99.15633192,19.430941,-99.156173,16.71847216489374,AMAYA,amaya,Amaya,amaya,0,1,1,1
6741791,5186b145498eb7d51bd8de6f,19.42033676,-99.17319519,19.420368199170877,-99.17324528178338,6.317033752557498,ANGELOPOLITANO ROMA,angelopolitano roma,Angelopolitano Restaurante,angelopolitano,5,0.74,0.5,0.62
10947117,5b21cf79a30619002c98fab4,19.42690886,-99.16356857,19.42736,-99.162831,92.2914546894596,ANGUS ZONA ROSA,angus zona rosa,Pop Nails Zona Rosa,pop nails zona rosa,7,0.63,0.4,0.52
10947117,549861a9498ed8ab0f711485,19.42690886,-99.16356857,19.427294326152335,-99.1629401316859,78.70124216694383,ANGUS ZONA ROSA,angus zona rosa,izzi zona rosa,izzi zona rosa,5,0.67,0.5,0.58
10947117,e953a7860e83471f748c9581,19.42690886,-99.16356857,19.426914,-99.164366,83.71750205399518,ANGUS ZONA ROSA,angus zona rosa,Interlingua Zona Rosa,interlingua zona rosa,8,0.62,0.5,0.56
867354,a6dae7f9195f465eb738f7c6,19.40641386,-99.17256831,19.406182,-99.172321,36.61192802678722,ANTOJERIA LAS CHALUPITAS,antojeria las chalupitas,Antojeria las Chalupitas,antojeria las chalupitas,0,1,1,1
867354,4b91b388f964a52001d133e3,19.40641386,-99.17256831,19.406358084453387,-99.1723005611599,28.789763541836123,ANTOJERIA LAS CHALUPITAS,antojeria las chalupitas,Las Chalupitas,las chalupitas,10,0.58,0.67,0.62
10977029,66972bee6c8a99154956e5cc,19.44097801,-99.14487075,19.440965,-99.144823,5.217475100953787,ANTOJITOS YUCATECOS KOOBEN,antojitos yucatecos kooben,Kóoben Antojitos Yucatecos,kooben antojitos yucatecos,14,0.46,1,0.73
7732378,675cd8aa2aee5254f74c930a,19.42227811,-99.17173441,19.422577,-99.171875,36.39912052474799,ANTOJO CHILANGO,antojo chilango,Antojo Chilango,antojo chilango,0,1,1,1
7732378,642dfae0f6606a0758330d28,19.42227811,-99.17173441,19.422455,-99.17186,23.697936721579683,ANTOJO CHILANGO,antojo chilango,Encanto Chilango,encanto chilango,5,0.69,0.33,0.51
8326938,6275ad17c2f8363527d2b7d0,19.41891295,-99.15437094,19.41896,-99.155199,87.09303328805319,ANTONELLA CAFFE,antonella caffe,Antonella.,antonella,6,0.6,0.5,0.55
10035055,53377855498e0f1c096633d0,19.44025018,-99.13977521,19.440243919445315,-99.13955308723348,23.327320808511217,ANTRO TEATRO GARIBALDI,antro teatro garibaldi,Teatro Garibaldi,teatro garibaldi,6,0.73,0.67,0.7
880402,4fd37ae7e4b02119790ad92a,19.44440601,-99.14534273,19.44444091005473,-99.14512610894168,23.06829664659427,AQUI ES JALISCO,aqui es jalisco,Aqui es jalisco,aqui es jalisco,0,1,1,1
8626058,5c00a91112f0a9002c436846,19.43599127,-99.15267554,19.436166117173652,-99.15271765644329,19.95971939828074,ARANGO COCINA RAICES,arango cocina raices,Arango - Cocina De Raíces,arango cocina de raices,3,0.87,0.75,0.81
11143813,620b0556f8f89122cb2fb134,19.41433309,-99.17825943,19.414362,-99.178272,3.4783294998330585,ASADOR CONDESA,asador condesa,Asador Condesa,asador condesa,0,1,1,1
8484838,4d2642ccf7a9224b7c8be09f,19.44278527,-99.16521683,19.443092765168384,-99.16532266842876,35.98804074859662,ASADOR EL GAUCHO,asador el gaucho,Asador del Gaucho,asador del gaucho,1,0.94,0.5,0.72
896294,4e3b88ee1850d7b505e55788,19.4113026,-99.17520623,19.410797502680325,-99.1746522608453,80.897142184043,ASIAN BAY,asian bay,Asian Bay,asian bay,0,1,1,1
7733312,4e3b88ee1850d7b505e55788,19.41077511,-99.17469969,19.410797502680325,-99.1746522608453,5.568755802616434,ASIAN BAY CONDESA,asian bay condesa,Asian Bay,asian bay,8,0.53,0.67,0.6
11239865,67195e4cf917bd1790bfd19a,19.4268473,-99.16422175,19.426761,-99.164396,20.662246705989393,AVENTURA RESTAURANTE BAR,aventura bar,Aventura Restaurante Bar And Beer,aventura bar and beer,9,0.57,0.5,0.53
1013460,52218c9f11d2bc8699989314,19.44042292,-99.15073998,19.440471691111384,-99.15087719528424,15.393116367547856,AZ DE OROS,az de oros,El Az De Oros,el az de oros,3,0.77,0.75,0.76
6258324,4d3defb205b8721e2e619937,19.41284409,-99.17161474,19.412895593078083,-99.17165924034174,7.395906718443411,AZUL CONDESA,azul condesa,Azul Condesa,azul condesa,0,1,1,1
6258324,53fa1062498e7a6931f93716,19.41284409,-99.17161474,19.41245191447629,-99.17187991984754,51.77897178724805,AZUL CONDESA,azul condesa,Bazar Condesa,bazar condesa,3,0.77,0.33,0.55
11041177,63b78e70f78eea6194ee0c4a,19.43135736,-99.13721247,19.431398,-99.136967,26.163250728203007,AZULISIMO,azulisimo,Azulísimo,azulisimo,0,1,1,1
6711208,5f9ca52d0f4d677b7c116532,19.4140631,-99.16441382,19.414061,-99.164583,17.763744422111735,BAGUETTAPAS,baguettapas,Baguettapas Gourmet,baguettapas gourmet,8,0.58,0.5,0.54
892022,4f6a7a7de4b08d2f3e089456,19.42701268,-99.13629119,19.427024281211104,-99.13624503593304,5.014481933030138,BALAGAN,balagan,Balagan,balagan,0,1,1,1
11376251,5d4756fd3e3a18000875a003,19.41395846,-99.16170374,19.414305,-99.16191,44.239204452490846,BALANDRA,balandra,Balandra,balandra,0,1,1,1
8625214,54a76586498e98a2023bd76f,19.40951114,-99.16887224,19.409730024148967,-99.16879886906516,25.554807885364358,BALTRA BAR,baltra bar,Baltra,baltra,4,0.6,0.5,0.55
11255332,5db3d26785b2a50007d06731,19.41585355,-99.16369853,19.41599,-99.16361,17.807664553981585,BAO BAO TAIWANESE EATERY,bao bao taiwanese eatery,Bao Bao Taiwanese Eatery,bao bao taiwanese eatery,0,1,1,1
10794632,65dfbaec77e3226557f4eb86,19.42568509,-99.1564889,19.425555,-99.156587,17.77020946386234,BAR APOTHECA DE MEZOZI,bar apotheca de mezozi,Apotheca De Mezcal,apotheca de mezcal,7,0.68,0.4,0.54
8337461,5740e839498eb8c19f4a3b6e,19.43324324,-99.14444065,19.43329,-99.144166,29.298202746696116,BAR BARRA INDEPENDENCIA,bar barra independencia,Coctelería Barra Independencia,cocteleria barra independencia,9,0.7,0.5,0.6
11785814,65aa1bca63e71254953e7a3a,19.4353431,-99.16988236,19.435388,-99.169825,7.825608447290676,BAR BUNNY,bar bunny,Bar Bunny,bar bunny,0,1,1,1
11106818,64698041ee3fbc55a3ecd8ed,19.42558406,-99.15770333,19.425807,-99.157688,24.869695489750864,BAR BUSSIFAME,bar bussifame,Bussifame,bussifame,4,0.69,0.5,0.6
11357027,6146da91c6c02805e981f261,19.41036719,-99.17269372,19.410609,-99.17248,35.04417634797638,BAR CAIMAN,bar caiman,Caimán,caiman,4,0.6,0.5,0.55
657859,53e6f629498e3e1c6ae15ad7,19.44088055,-99.1380437,19.44082040447501,-99.13798106784934,9.383718981597392,BAR CARAPOS,bar carapos,Carapos Bar,carapos bar,8,0.27,1,0.64
1013831,4cdf1fd178ddf04d63019f98,19.43752512,-99.14809491,19.437552759557978,-99.1477742663166,33.799846012018335,BAR CHAPULTEPEC,bar chapultepec,Bar Chapultepec,bar chapultepec,0,1,1,1
894788,4e2a19e9e4cd3bc16686c5ac,19.42469912,-99.16655683,19.424780560169197,-99.16655865693136,9.067906757113672,BAR EL ALMACEN,bar el almacen,El Almacén,el almacen,4,0.71,0.67,0.69
1031225,52bcf88b11d24cfb8856c480,19.4254476,-99.12809278,19.42527,-99.128221,23.91781158047842,BAR EL CAPRICHO,bar el capricho,El Capricho,el capricho,4,0.73,0.67,0.7
660110,4dc88943fa761aaccadac89a,19.441529,-99.14806858,19.44141421749029,-99.14775296367384,35.509520421941765,BAR EL GRAN MARQUES,bar el gran marques,El Gran Marques,el gran marques,4,0.79,0.75,0.77
8007554,5404da4d498e29ccd52005c0,19.45806652,-99.16246357,19.458158647771963,-99.16287925545775,44.820078818020974,BAR EL PATIO,bar el patio,El patio,el patio,4,0.67,0.67,0.67
11733216,620d97ed926baa31d7e26d81,19.42698072,-99.14297742,19.427238,-99.14292,29.2677781455122,BAR EL REY BOTANERO,bar el rey botanero,Rey Botanero,rey botanero,7,0.63,0.5,0.56
9118947,4c0207ab490120a15356f08c,19.42469912,-99.16655683,19.424826259551804,-99.16655898024584,14.154910302520705,BAR EL TALLER,bar el taller,El Taller,el taller,4,0.69,0.67,0.68
867410,54dee388498ee09005d83556,19.40541,-99.17412383,19.405728832594676,-99.1739967180404,37.91863144992724,BAR FELINA,bar felina,FELINA,felina,4,0.6,0.5,0.55
874137,500af7e2e4b07352bc499be6,19.41758094,-99.14119836,19.41761983699492,-99.14105627586711,15.532814306439342,BAR LA QUEBRADA,bar la quebrada,La Quebrada,la quebrada,4,0.73,0.67,0.7
986533,502eacc9e4b0c518254c0bde,19.43324549,-99.1498854,19.43319375586132,-99.1507514829874,91.10153351030766,BAR LA REFORMA DE BUCARELI,bar la reforma de bucareli,La Covacha De Bucareli,la covacha de bucareli,10,0.62,0.5,0.56
1040395,5005be73e4b00f83824e3f3d,19.42888166,-99.14290271,19.428341431113825,-99.14281281854171,60.87391789595336,BAR LAS JACARANDAS,bar las jacarandas,Restaurante Bar Las Jacarandas,bar las jacarandas,0,1,1,1
11694850,55038030498e150bef78c3f0,19.42778373,-99.14375328,19.427787548707467,-99.14386676265232,11.92111787539488,BAR LOS AMIGOS,bar los amigos,Restaurante Bar Los Amigos,bar los amigos,0,1,1,1
1014032,63aa21f5f348996e01173bf8,19.42998251,-99.13883931,19.43002,-99.13888,5.971914783208508,BAR LOS VILLAS,bar los villas,Taquería Los Villas,taqueria los villas,6,0.68,0.5,0.59
9200088,4bca79653740b713eafe6065,19.43144926,-99.13786878,19.43158251875153,-99.13766555344549,25.984911161177,BAR MANCERA,bar mancera,Bar Mancera,bar mancera,0,1,1,1
10687787,60e157d7ba67aa535580f631,19.42535083,-99.15390057,19.425537,-99.15416,34.22395402946732,BAR MOJITOS TIME,bar mojitos time,Mojitos Time,mojitos time,4,0.75,0.67,0.71
1017871,4e6bf6b6fa76fa03580ff498,19.42673898,-99.1393284,19.4268927955169,-99.13935775423012,17.397766404284166,BAR NISOTO,bar nisoto,Bar Nisoto,bar nisoto,0,1,1,1
8326925,5a5fdc574f0e587f1e0fcf65,19.42005695,-99.16529426,19.42014138404863,-99.16526241466872,9.976065724788349,BAR ORIENTE 181,bar oriente 181,Bar Oriente,bar oriente,4,0.73,0.67,0.7
889903,4db8c61f8154ce84dc1adafc,19.43745794,-99.15210005,19.43748468939452,-99.15189783025266,21.435821101710825,BAR OXFORD,bar oxford,Restaurant Oxford,oxford,4,0.6,0.5,0.55
1001598,4c2577d7c11dc9b647642724,19.4374488,-99.13858359,19.437543449426695,-99.13869787575298,15.96700582857517,BAR RESTAURANT LAS PECOSAS,bar las pecosas,Las Pecosas,las pecosas,4,0.73,0.67,0.7
998681,633e3835bae1f502a179b0d2,19.43624892,-99.13551389,19.436241,-99.135663,15.677729602055193,BAR UTA DONCELES 58,bar uta donceles 58,Bar Donceles 58,bar donceles 58,4,0.79,0.75,0.77
900016,502ecc18e4b06e61e19a0521,19.41455484,-99.13641012,19.414560578542034,-99.1361925775894,22.848637230418017,BAR VILLA HERMOSA,bar villa hermosa,Villa Hermosa,villa hermosa,4,0.76,0.67,0.72
7733042,4cf2045a94feb1f747361bba,19.41581727,-99.14112965,19.415824849716987,-99.1411348597362,1.0055436688242725,BARBA AZUL,barba azul,Barba Azul,barba azul,0,1,1,1
