fsq_place_id,name,latitude,longitude,address,locality,region,postcode,admin_region,post_town,po_box,country,date_created,date_refreshed,date_closed,tel,website,email,facebook_id,instagram,twitter,fsq_category_ids,fsq_category_labels,geom,bbox,labels_str,taco_restaurant
52b1445a498e249d478afbd8,Tacos El Chapo,32.656184,-115.52276,,Mexicali,BCN,,,,,MX,2013-12-18,2020-11-23,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0\\\xe1t\xe6[\xea\x0c@@S\xfd\xd6Z\x14I',"{'xmin': -115.52276, 'ymin': 32.656184, 'xmax': -115.52276, 'ymax': 32.656184}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5e06fd8d2a9c44264c9d9e24,Los Amigos -restaurante Tacos,32.552631,-116.626587,Ortiz Rubio 251,Tecate,Baja California,,,,,MX,2013-06-15,2023-12-08,,665 654 1426,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0](\x1a\x00\\FR@@F\xbc\x9c\xd3\xe0\xbd',"{'xmin': -116.626587, 'ymin': 32.552631, 'xmax': -116.626587, 'ymax': 32.552631}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
522105d911d2558c43d4df8f,Carnitas Yomi-Yomi,32.637779,-115.478278,,,,,,,,MX,2013-08-30,2021-08-12,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0\\\xde\x9c\x1bT\x19]@@Q\xa2\xbe\x05\x89\xad',"{'xmin': -115.478278, 'ymin': 32.637779, 'xmax': -115.478278, 'ymax': 32.637779}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5581ec5f498eab22ee0b8cf3,Nosotros Los Tacos,32.53364096949874,-117.03677034992198,Revolución,Tijuana,baja California,22000,,,,MX,2015-06-17,2020-11-30,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],"b""\x00\x00\x00\x00\x01\xc0]BZr\x06\x98'@@DNX\xe7\xe6\xc3""","{'xmin': -117.03677034992198, 'ymin': 32.53364096949874, 'xmax': -117.03677034992198, 'ymax': 32.53364096949874}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
5d9c0315c2eb280007b0f3bc,Taqueria El Torito,32.529147,-117.119769,,Tijuana,BC,22504,,,,MX,2019-10-08,2020-11-24,,,,,,,,['4bf58dd8d48988d151941735' '4bf58dd8d48988d1c1941735'],"['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'
 'Dining and Drinking > Restaurant > Mexican Restaurant']",b'\x00\x00\x00\x00\x01\xc0]G\xaaK\x98\x84\xc7@@C\xbb\x16\xc1\xe3e',"{'xmin': -117.119769, 'ymin': 32.529147, 'xmax': -117.119769, 'ymax': 32.529147}","dining and drinking > restaurant > mexican restaurant > taco restaurant, dining and drinking > restaurant > mexican restaurant",1
4f2ec438e4b040ea00951ef3,Barbacoa Tortus,32.35959790462645,-117.05871820696451,Rosarito,,,,,,,MX,2012-02-05,2021-08-13,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]C\xc2\n\x02\xa5\xe9@@.\x07M\xdc\nU',"{'xmin': -117.05871820696451, 'ymin': 32.35959790462645, 'xmax': -117.05871820696451, 'ymax': 32.35959790462645}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
510603c5e4b0840c15abf3ed,Super Tacos,32.50016449362761,-116.85528422534358,,,,,,,,MX,2013-01-28,2023-12-19,,664 634 5533,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]6\xbc\xfa\x0c(\xaa@@@\x05c\xdf` ',"{'xmin': -116.85528422534358, 'ymin': 32.50016449362761, 'xmax': -116.85528422534358, 'ymax': 32.50016449362761}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
51611996e4b0bbcaf3346f4b,Tacos Pico Pica,32.52331659477683,-117.02923547995135,Pio Pico,,,,,,,MX,2013-04-07,2021-08-17,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]A\xde\xfe}\x91\x88@@B\xfc\t\xc6\x02\xa2',"{'xmin': -117.02923547995135, 'ymin': 32.52331659477683, 'xmax': -117.02923547995135, 'ymax': 32.52331659477683}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
542dab43498ef9b23817f378,Tacos & Beer,32.351784,-117.065335,,,,,,,,MX,2014-10-02,2023-12-19,,664 206 1078,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0]D.r\xda\x120@@-\x07B\x13\xa0\xc7',"{'xmin': -117.065335, 'ymin': 32.351784, 'xmax': -117.065335, 'ymax': 32.351784}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
59f5f68025fb7b7c03651b02,El Chuy,21.870014,-102.25635,Paseo de Ojocaliente,Aguascalientes,Aguascalientes,20256,,,,MX,2017-10-29,2020-11-25,,,,,,,,['4bf58dd8d48988d151941735'],['Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant'],b'\x00\x00\x00\x00\x01\xc0Y\x90h\t\xd4\x95\x18@5\xde\xb9<\xcd\x0f\xe9',"{'xmin': -102.25635, 'ymin': 21.870014, 'xmax': -102.25635, 'ymax': 21.870014}",dining and drinking > restaurant > mexican restaurant > taco restaurant,1
